Time,Latitude,Longitude,RowIndex,ColumnIndex,TBH10r2,TBV10r2,TBH18r2,TBV18r2,TBH23r2,TBV23r2,TBH36r2,TBV36r2,TBH89r2,TBV89r2,VegetationRoughnessNPD,SoilMoistureNPD,RetrievalQualityFlagNPD,SoilMoistureSCA,RetrievalQualityFlagSCA,FlagCountAllSamples,FlagCountGoodSamples,FlagCountRFI,FlagCountInvalidTBRange,FlagCountWater,FlagCountIce,FlagCountSnow,FlagCountFrozenGround,FlagCountRain,FlagCountWetland,FlagCountUrban,FlagCountLow2ModerateVWC,FlagCountDenseVWC,FlagCountMissingSoilTexture,FlagCountMissingNDVI,year,month,day
1008484919.7970804,-4.0978184,-80.8479,314,381,261.69,277.47,270.8,281.46,280.07,286.71997,274.84998,282.93997,281.94998,285.93,2.2660484,0.10933692,0.0,0.085797645,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484922.4445666,-4.218023,-80.944275,315,381,259.72998,277.37146,268.10794,280.6902,278.37616,286.02655,272.2583,281.81842,280.7904,285.35632,1.8378792,0.20560768,0.0,0.060359158,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484925.2070163,-4.398184,-80.96043,316,381,268.4349,282.3914,272.77432,283.13748,280.5654,286.94046,274.8757,282.67148,281.78018,285.51584,1.6321068,0.16995227,0.0,0.028534299,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484927.926139,-4.5903516,-80.95464,317,381,266.91876,281.84277,269.95926,281.99258,278.6858,285.879,272.15887,281.3146,280.96603,285.06638,1.0388374,0.121881895,0.0,0.01764663,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484930.6386064,-4.787798,-80.939644,318,381,255.5082,278.80325,260.45844,279.09122,273.3022,284.32535,264.41513,279.07285,278.5333,284.3981,0.87011147,0.12466967,0.0,0.028908903,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484933.2234404,-4.9620385,-80.94679,319,381,243.89413,275.0796,250.74745,275.65137,267.6033,282.17758,256.83237,276.07697,275.8037,283.29758,0.7418537,0.12056829,0.0,0.023437312,0.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484936.1785142,-5.179252,-80.92509,320,381,241.24515,279.00998,249.16968,278.17673,267.22403,283.80823,255.40796,277.12042,274.5625,282.656,0.89118385,0.11307594,0.0,0.01218755,0.0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484937.7953686,-5.3175974,-80.87968,321,381,227.65,272.12,237.08,272.54,260.46,280.74,245.23999,273.22998,272.02,282.07,0.58091164,0.09600422,0.0,0.06519259,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484874.0303924,-1.1027981,-80.58671,299,382,253.97202,269.1669,263.83383,275.87943,276.8266,283.4437,269.70883,278.84033,282.17627,285.44568,1.2791805,0.13125862,0.0,0.29256368,0.0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2024,12,16
1008484876.3012726,-1.2390817,-80.6171,300,382,253.28,270.38998,260.31,275.25,274.75998,282.87003,265.76,277.78,281.06,284.90002,0.53437805,0.22446632,0.0,0.33588803,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484879.4322274,-1.4754972,-80.5906,301,382,263.31778,274.41776,267.4175,277.2934,277.9719,283.48672,271.47382,279.2602,282.20587,284.5926,0.59043884,0.18401302,0.0,0.45482808,0.0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2024,12,16
1008484883.8005208,-1.7871059,-80.579346,303,382,255.71999,271.57,260.94998,274.53,274.55,281.87,266.11,276.91998,281.49,284.72998,0.65517235,0.18360786,0.0,0.4692098,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484888.3000724,-2.1054225,-80.57122,304,382,264.62,276.08,270.43002,280.08,280.22998,285.50998,274.54,281.99,283.29,286.33002,0.96670914,0.11269302,0.0,0.17195834,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484890.7126693,-2.2503827,-80.60506,305,382,250.9714,271.32138,258.84888,275.95602,274.5636,283.403,264.41513,278.09067,280.7895,285.56232,0.69654846,0.091039844,0.0,0.22545725,0.0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2024,12,16
1008484916.8754684,-4.0032673,-80.67794,314,382,273.6485,283.14407,279.34317,285.4206,284.8559,288.67435,281.5198,285.9866,284.5987,286.77835,2.8347664,0.21482931,0.0,0.08225334,0.0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484919.8730382,-4.192978,-80.702415,315,382,277.45047,283.21542,281.19745,284.45117,284.98157,287.54074,282.07663,284.7736,284.9933,286.52588,3.8796272,0.16303572,0.0,0.09233363,0.0,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2024,12,16
1008484922.7560211,-4.4014554,-80.68374,316,382,276.28677,282.4618,279.45685,283.2638,283.74115,286.75986,280.6962,283.95956,284.6983,286.0865,3.2578468,0.1081951,0.0,0.039031435,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484925.7389812,-4.59237,-80.707184,317,382,272.51932,284.21487,277.031,284.71277,282.84436,287.85165,278.76572,284.28217,283.94382,286.17108,2.5239487,0.09979794,0.0,0.01630322,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484928.651004,-4.802606,-80.69024,318,382,268.27332,283.89444,273.4142,284.33087,280.79068,287.2296,275.45026,283.1522,282.81006,285.77145,1.9733868,0.11270851,0.0,0.025573507,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484931.4327974,-4.987747,-80.69924,319,382,266.2145,284.9488,271.0245,284.89792,279.3207,287.39203,273.25262,283.29922,281.642,285.2734,1.4923134,0.11403375,0.0,0.011524692,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484934.3529756,-5.1879754,-80.69795,320,382,263.1482,286.311,266.99362,284.3412,277.2392,287.20673,269.75574,282.49722,280.13507,284.82556,1.273056,0.11690789,0.0,0.009999999,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484937.0939028,-5.3760195,-80.69505,321,382,254.60985,281.9874,259.87973,281.05365,273.28183,285.38803,263.83246,280.25107,278.04462,284.3416,0.9950485,0.09875059,0.0,0.013016458,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484869.0639124,-0.90009886,-80.38316,298,383,261.1626,274.71597,270.24374,279.63596,280.27515,285.32242,275.29343,281.58112,284.29135,285.8484,2.1885796,0.19463983,0.0,0.2795648,0.0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2024,12,16
1008484871.8722916,-1.0642694,-80.42724,299,383,271.6025,279.3828,276.59354,281.98123,283.03513,286.4726,279.26022,283.02518,284.70944,286.02512,2.4190884,0.19307478,0.0,0.14441235,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484874.8428632,-1.2659845,-80.432304,300,383,274.3463,280.04544,278.0848,282.4395,283.37592,286.33984,279.95007,283.20996,284.6947,285.74152,1.9292583,0.19467378,0.0,0.09458812,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484877.8001264,-1.468172,-80.43582,301,383,275.3701,279.9063,278.43076,282.18762,283.63525,285.9098,280.1138,282.6893,284.75867,285.3305,1.5177078,0.16701563,0.0,0.20795444,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484880.7005134,-1.6666504,-80.438774,302,383,272.71585,278.89697,275.9742,281.49814,282.62823,285.561,278.50693,282.28372,284.6129,285.43866,0.86564255,0.15936457,0.0,0.34203702,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484883.6086352,-1.8671522,-80.439995,303,383,272.38962,279.31274,276.50165,282.1477,283.12067,286.33154,279.4148,283.34702,285.15836,286.1266,1.4124813,0.16267554,0.0,0.41338983,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484886.112462,-2.0476139,-80.4286,304,383,273.00516,279.7243,278.17322,283.19745,284.16937,286.89993,280.88382,284.36407,285.5074,286.8303,2.0112514,0.15840973,0.0,0.34235233,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484889.1531476,-2.2484024,-80.44323,305,383,266.7236,277.48526,271.9193,280.9722,281.10312,285.94388,275.206,282.3685,283.86588,286.46384,0.9954395,0.13744265,0.0,0.3765722,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484891.2302508,-2.4147031,-80.40721,306,383,250.42007,269.89975,257.51978,274.8681,273.91785,282.95554,263.4987,277.45084,281.23264,285.4016,0.3383522,0.06860644,0.0,0.47835845,0.0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2024,12,16
1008484909.2981044,-3.6741457,-80.36134,312,383,258.71997,272.11996,271.43,279.99997,281.18,285.91,276.69,282.59,284.32,286.69998,2.7893944,0.16425775,0.0,0.33952168,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484912.0452976,-3.8169467,-80.435905,313,383,273.97098,280.81863,280.14993,284.4256,285.39963,287.91943,282.43845,285.48032,285.379,286.67545,3.1851177,0.2041565,0.0,0.17332157,0.0,8,8,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484915.0459508,-4.0193524,-80.43536,314,383,279.07574,282.01532,282.13583,284.45944,285.7864,287.5799,283.46832,285.16342,285.80338,286.33395,2.0533104,0.16037478,0.0,0.13472314,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484917.7314706,-4.2029715,-80.43186,315,383,278.33185,282.26492,281.4387,284.18185,285.19046,287.37872,282.90768,285.0025,285.4814,286.26328,2.7070065,0.13238117,0.0,0.123939924,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484920.71276,-4.401347,-80.44037,316,383,274.82068,282.78076,279.24484,284.6357,284.248,287.59543,280.958,284.99527,285.13577,286.4545,2.5416107,0.13175894,0.0,0.039991397,0.0,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,2024,12,16
1008484923.3573564,-4.588217,-80.428215,317,383,270.4173,282.376,275.38638,283.56723,282.4343,287.13043,277.79956,283.741,284.33685,286.22592,2.2584991,0.145942,0.0,0.026097713,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484926.2427952,-4.780848,-80.43478,318,383,271.10507,283.08304,275.44247,283.7794,282.22208,287.00937,277.61414,283.5359,283.99875,286.03015,2.1336365,0.13457474,0.0,0.055023104,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484929.0681964,-4.9785542,-80.423035,319,383,272.4311,285.41324,276.24792,285.7565,282.47476,287.95526,277.55167,284.39267,283.79324,286.07178,1.7538948,0.13247745,0.0,0.035788152,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484931.981982,-5.166791,-80.44133,320,383,271.50793,287.06573,275.7769,287.17194,282.21246,289.192,277.00278,285.51672,283.23068,286.29517,1.6624947,0.13194662,0.0,0.018188765,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484934.8541754,-5.371199,-80.420845,321,383,270.87436,289.51984,275.15704,288.78397,282.02402,290.46588,276.25925,287.30502,282.84387,286.70862,1.5740662,0.116071306,0.0,0.009999999,0.0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484855.3032404,-0.15322967,-80.07661,294,384,254.09999,267.19,266.08,275.69,277.94,283.02002,272.41,279.21002,284.12,285.65,1.900732,0.14541797,0.0,0.48351902,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484858.3027,-0.29253,-80.17978,295,384,259.12628,270.59894,268.85614,277.15082,279.16788,283.98126,274.29166,280.56964,284.2523,285.34912,2.0236797,0.23184337,0.0,0.180896,0.0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,2024,12,16
1008484861.151114,-0.49863246,-80.16488,296,384,272.47357,280.39304,276.78516,282.51263,283.03574,286.6005,279.19714,283.78278,285.00992,285.81195,2.11627,0.193147,0.0,0.16949649,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484864.1346172,-0.69129044,-80.185036,297,384,270.59213,280.03015,275.8702,282.81296,282.97476,286.5773,278.80225,283.7867,285.2476,285.88632,1.9315491,0.20274383,0.0,0.2128192,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484866.758452,-0.8804419,-80.17193,298,384,274.13358,280.7452,278.84064,283.17532,284.15378,286.67758,280.85767,283.89313,285.48868,285.7445,2.8566608,0.18836145,0.0,0.15089536,0.0,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,2024,12,16
1008484869.7337208,-1.081408,-80.17774,299,384,277.26138,280.7633,279.94888,283.00116,284.33405,286.38342,281.72354,283.74753,285.3456,285.65186,1.3190536,0.14662549,0.0,0.056353603,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484872.209018,-1.2591907,-80.16537,300,384,277.73334,281.54813,280.94138,284.03647,285.05518,287.06226,282.74142,284.66058,285.70874,286.00122,1.7488441,0.123231694,0.0,0.054066915,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484875.2668488,-1.4626383,-80.175285,301,384,273.1247,280.2339,278.9505,283.6199,284.60065,287.42142,281.4458,284.53284,285.92133,286.22342,2.8296928,0.124718435,0.0,0.20098738,0.0,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,2024,12,16
1008484877.9058514,-1.6497502,-80.16541,302,384,264.48856,277.13232,274.2655,281.89682,282.64673,286.67422,278.7827,283.53134,285.97696,286.21484,3.1308193,0.13825378,0.0,0.3554103,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484880.9264504,-1.84878,-80.17765,303,384,263.0264,275.9043,273.7128,281.58115,282.59604,286.55157,278.55942,283.41162,286.14005,286.39383,3.0614223,0.14689127,0.0,0.3275583,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484883.8010712,-2.050989,-80.16895,304,384,270.69547,278.7128,278.30563,283.01343,284.47287,287.02643,281.04987,284.39352,286.158,286.7292,3.521658,0.10663105,0.0,0.21911632,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484886.7666464,-2.24844,-80.17743,305,384,268.462,276.65784,274.05948,280.6823,282.12164,285.66534,276.81793,281.92676,284.7173,286.51672,1.410017,0.028972983,0.0,0.22010566,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484889.7395128,-2.4500515,-80.18025,306,384,236.34125,261.19946,248.05827,268.73163,269.00937,279.8209,254.96179,271.93417,280.73788,285.25906,0.7291031,0.005836124,0.0,0.26092148,0.0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2024,12,16
1008484906.8523564,-3.6115656,-80.17209,312,384,255.51149,269.42297,268.92252,277.77408,279.9937,284.99457,274.77814,281.17175,284.32858,286.49527,2.8139076,0.23566473,0.0,0.5161736,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484909.6478564,-3.800565,-80.16514,313,384,278.19083,281.94116,281.6327,284.2166,285.66205,287.70688,282.97244,284.84976,285.2191,286.11862,2.8187065,0.17652056,0.0,0.1609963,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484912.6967072,-3.998012,-80.17723,314,384,279.1557,282.3058,281.61356,284.04132,285.15408,286.90997,282.75858,284.2716,284.8569,285.25632,2.166645,0.16668911,0.0,0.12798783,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484915.4999596,-4.1931005,-80.16313,315,384,277.56958,281.99408,280.82132,284.00745,284.6737,286.71457,282.03174,284.20197,284.76627,285.16855,2.4402027,0.16463771,0.0,0.122372575,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484918.5506572,-4.3917828,-80.17548,316,384,275.37357,281.99152,279.55453,284.05093,284.40936,287.11978,281.4168,284.47595,284.8645,285.7279,2.6164932,0.16908158,0.0,0.11663554,0.0,8,8,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484921.369311,-4.587624,-80.16207,317,384,274.92355,281.48938,278.7007,283.41385,283.91022,286.71814,280.5453,283.81985,284.42105,285.62625,2.2570953,0.16298696,0.0,0.03193807,0.0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484924.4045094,-4.782342,-80.180374,318,384,274.14758,281.91043,277.91022,283.37805,283.24875,286.33206,279.48337,283.11096,284.04376,285.26428,2.2867336,0.17574093,0.0,0.009999999,0.0,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,2024,12,16
1008484927.3016576,-4.984893,-80.16384,319,384,274.59744,282.7283,278.51837,284.1158,283.57254,286.9499,279.61646,283.41107,283.99268,285.3482,2.4129314,0.1609677,0.0,0.0352977,0.0,7,7,0,0,0,0,0,0,0,0,0,3,0,0,0,2024,12,16
1008484930.341604,-5.181275,-80.18347,320,384,275.85193,284.81516,279.41437,285.86832,284.28528,288.31567,280.37927,284.9976,284.30542,285.98825,2.0655708,0.14960118,0.0,0.06352793,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484933.2719918,-5.3855534,-80.17303,321,384,276.26935,286.62955,280.18948,287.17853,284.67026,289.29678,281.00314,286.2292,284.5335,286.50226,2.412857,0.14068797,0.0,0.05369866,0.0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,12,16
1008484838.8048564,0.798554,-79.793976,289,385,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,12,16
1008484841.0534252,0.66422737,-79.82477,290,385,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2024,12,16
1008484844.1887916,0.46913493,-79.85582,291,385,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2024,12,16
1008484846.9357948,0.26445448,-79.829285,292,385,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2024,12,16
1008484849.7989537,0.08621306,-79.85779,293,385,264.30273,273.24786,270.78613,277.83075,279.8937,284.0663,274.8039,280.20557,284.16708,286.4966,1.5426407,0.22892451,0.0,0.25606993,0.0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2024,12,16
1008484852.8442494,-0.092321485,-79.90612,294,385,273.76227,278.77145,278.36197,282.31784,283.67255,286.0282,280.31522,283.23077,285.3071,286.5719,1.804575,0.21125999,0.0,0.2887414,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484855.8288532,-0.29177013,-79.91383,295,385,278.77438,281.59167,282.0173,284.26266,285.16544,287.0065,282.9188,284.54636,286.03088,286.1014,2.0262032,0.19489595,0.0,0.09674704,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484858.4617238,-0.47469303,-79.9097,296,385,278.6351,281.3555,281.4591,283.82343,285.01767,286.71393,282.62573,284.18488,285.95682,285.639,1.4753418,0.177722,0.0,0.112713695,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484861.45883,-0.682197,-79.90579,297,385,276.64597,280.3224,279.97046,282.6994,284.39304,286.1242,281.5257,283.28207,285.43976,285.1651,2.3431625,0.14538747,0.0,0.13612986,0.0,9,9,0,0,0,0,0,0,0,0,0,9,0,0,0,2024,12,16
1008484864.314552,-0.871976,-79.91539,298,385,274.21252,278.71112,278.36923,281.39728,283.62634,285.53458,280.1506,282.52368,284.99933,284.98132,2.8820152,0.11615489,0.0,0.12571429,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484867.2300024,-1.076731,-79.90513,299,385,272.19217,278.50998,277.74933,281.87897,283.6672,285.84964,280.6337,283.44867,285.22702,285.3035,2.9172993,0.12109935,0.0,0.17956421,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484870.2815976,-1.2742492,-79.92313,300,385,272.68173,280.55057,279.06818,284.18542,284.85886,287.4246,282.08295,285.1986,285.89774,286.1132,2.85034,0.10540868,0.0,0.276206,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484873.1088651,-1.4735838,-79.910774,301,385,262.27762,277.2167,272.74734,281.95755,281.983,286.63168,277.74988,283.52106,285.7455,286.43298,2.912445,0.14867894,0.0,0.47537652,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484876.0889353,-1.6697254,-79.92222,302,385,252.3148,271.5408,265.18137,277.81943,278.45743,284.71094,272.25043,280.78885,285.25836,286.26376,2.4020233,0.18992692,0.0,0.48783478,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484878.8355132,-1.8601103,-79.91468,303,385,256.34015,272.21033,267.47232,278.43176,279.63254,285.087,273.85077,281.1099,285.1314,286.22437,2.1638184,0.14566149,0.0,0.303383,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484881.8274918,-2.0585675,-79.92217,304,385,251.93474,268.37622,262.42975,274.7341,276.95032,283.098,268.41718,277.2695,284.12173,285.8551,1.6131,0.11542262,0.0,0.18975544,0.0,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,2024,12,16
1008484884.3904969,-2.242993,-79.90156,305,385,238.70439,260.0748,250.80734,267.90405,270.98962,279.53738,258.5309,271.63324,282.39203,285.15375,,,1.0,,1.0,7,2,0,0,0,0,0,0,0,5,0,7,0,0,0,2024,12,16
1008484886.8002484,-2.3542802,-79.99679,306,385,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2024,12,16
1008484898.7990644,-3.2575798,-79.7904,310,385,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024,12,16
1008484901.8749708,-3.4105923,-79.902885,311,385,243.98436,258.8991,258.94397,269.20435,274.65436,280.16827,268.6133,275.6539,282.94305,285.33102,2.3034058,0.28506607,0.0,0.51247525,0.0,5,4,0,0,0,0,0,0,0,0,0,4,1,0,0,2024,12,16
1008484905.0072192,-3.6131988,-79.91477,312,385,271.637,276.40277,277.14996,280.36383,283.25766,285.25293,279.93958,282.30853,284.16217,285.2316,2.8665638,0.20740892,0.0,0.231775,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484907.8234936,-3.802645,-79.90833,313,385,278.5828,281.35358,280.33566,282.25745,284.22885,285.60504,281.41376,282.6783,283.98712,284.77353,2.8982582,0.20181496,0.0,0.057719145,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484910.8851022,-4.0020647,-79.916534,314,385,277.89615,280.4983,279.3406,281.09567,282.79367,284.1857,280.2427,281.54504,283.30487,283.6407,3.1038437,0.18532807,0.0,0.079785876,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484913.7986372,-4.1984615,-79.90964,315,385,276.8018,279.90295,279.53033,281.3927,282.77188,284.48108,280.52017,282.17053,283.29004,283.47076,3.7887993,0.1854913,0.0,0.116859026,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484916.8027529,-4.3955274,-79.91373,316,385,277.03442,280.58197,279.55624,282.23334,283.1269,284.87045,280.39523,282.49057,283.10983,283.68307,2.2377052,0.19049208,0.0,0.13609244,0.0,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484919.7970665,-4.593675,-79.91379,317,385,276.77972,280.09003,278.63986,281.5599,282.24994,284.09998,279.2199,281.3399,282.41992,283.2399,1.2513237,0.17251024,0.0,0.119752884,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484922.7269752,-4.789668,-79.90903,318,385,275.31546,279.26132,276.9661,279.70776,280.59378,282.2441,277.24194,279.13208,280.84647,281.68793,2.6908798,0.1786545,0.0,0.04648771,0.0,7,7,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484925.7904704,-4.9890738,-79.92046,319,385,274.62375,278.95465,276.4321,279.75043,280.52725,282.3327,277.20123,279.1242,280.99426,281.8764,2.0131721,0.17243741,0.0,0.018219467,0.0,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,2024,12,16
1008484928.6784792,-5.187902,-79.908615,320,385,275.30365,280.36343,278.41165,281.9436,282.60983,284.84036,279.42447,281.6933,282.7769,283.84924,2.5620556,0.17908917,0.0,0.06841274,0.0,7,7,0,0,0,0,0,0,0,0,0,6,0,0,0,2024,12,16
1008484931.6913308,-5.385491,-79.923515,321,385,276.2058,282.5068,280.2493,284.4737,284.52594,287.0877,281.21326,284.04794,284.24893,285.47388,2.7269611,0.16947575,0.0,0.06848972,0.0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2024,12,16
1008484836.8087105,0.8213241,-79.60913,289,386,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2024,12,16
1008484839.0367376,0.6979924,-79.65585,290,386,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2024,12,16
1008484841.9421216,0.49265838,-79.64262,291,386,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2024,12,16
1008484844.8746102,0.30370694,-79.66072,292,386,276.60156,279.21967,279.5455,281.88986,283.8176,285.84796,280.92957,282.84387,284.91583,286.21817,,,1.0,,1.0,6,2,0,0,0,0,0,0,0,0,0,2,4,0,0,2024,12,16
1008484847.7607734,0.09604564,-79.641,293,386,277.8165,280.09253,280.7744,282.88373,284.55063,286.4088,281.75916,283.54874,285.22668,286.55124,1.1555862,0.15992537,0.0,0.13553986,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484850.7862036,-0.09591105,-79.665016,294,386,278.27097,280.94818,281.04245,282.96762,284.701,286.3408,281.94318,283.3975,285.442,286.57568,2.705967,0.16962563,0.0,0.1134077,0.0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,2024,12,16
1008484853.6822808,-0.3026189,-79.64716,295,386,276.90118,279.14987,279.5937,281.68018,283.9888,285.69424,281.31,282.55728,285.40146,285.76596,1.1464844,0.15601501,0.0,0.12698548,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484856.6151624,-0.49195635,-79.664955,296,386,275.4068,278.94653,279.06927,281.57217,283.63196,285.69742,280.85312,282.38596,285.25372,284.99387,2.6825867,0.14878306,0.0,0.17137194,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
1008484859.4492848,-0.6920449,-79.65092,297,386,267.9762,274.63788,273.47345,278.50378,281.25613,284.34332,276.4656,280.3632,284.5844,284.4601,1.9528675,0.14562903,0.0,0.23672655,0.0,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2024,12,16
